timestamp,open,high,low,close,volume
2024-04-01 09:15:00,22400.0,22434.95,22392.08,22400.03,79383
2024-04-01 09:20:00,22396.66,22417.88,22379.32,22406.54,26901
2024-04-01 09:25:00,22407.72,22417.43,22377.49,22401.01,21071
2024-04-01 09:30:00,22403.26,22410.99,22367.22,22382.52,168648
2024-04-01 09:35:00,22388.57,22411.51,22352.56,22373.46,120324
2024-04-01 09:40:00,22371.12,22378.61,22344.01,22353.15,111767
2024-04-01 09:45:00,22355.17,22376.74,22339.67,22355.34,99366
2024-04-01 09:50:00,22356.35,22439.87,22338.66,22384.88,126940
2024-04-01 09:55:00,22381.45,22385.57,22367.5,22375.63,154686
2024-04-01 10:00:00,22375.56,22394.25,22362.54,22363.8,62012
2024-04-01 10:05:00,22362.92,22382.04,22360.06,22375.73,248356
2024-04-01 10:10:00,22367.92,22389.64,22319.47,22384.98,155569
2024-04-01 10:15:00,22386.99,22416.93,22386.71,22389.03,57577
2024-04-01 10:20:00,22390.85,22425.56,22366.45,22371.21,179491
2024-04-01 10:25:00,22369.74,22394.51,22362.41,22372.7,105374
2024-04-01 10:30:00,22368.21,22406.84,22367.54,22389.75,230832
2024-04-01 10:35:00,22394.72,22418.56,22358.66,22363.58,249945
2024-04-01 10:40:00,22364.47,22372.67,22333.65,22356.41,210791
2024-04-01 10:45:00,22359.82,22370.81,22278.98,22318.76,205650
2024-04-01 10:50:00,22323.48,22331.81,22288.35,22294.27,258880
2024-04-01 10:55:00,22292.53,22315.05,22226.1,22258.28,123149
2024-04-01 11:00:00,22260.99,22269.69,22251.24,22256.43,236386
2024-04-01 11:05:00,22255.62,22260.21,22230.09,22232.9,80960
2024-04-01 11:10:00,22232.7,22249.35,22209.62,22242.04,179940
2024-04-01 11:15:00,22241.75,22259.03,22208.31,22248.9,216790
2024-04-01 11:20:00,22248.89,22274.74,22241.27,22248.63,80408
2024-04-01 11:25:00,22252.35,22256.1,22188.25,22199.32,192033
2024-04-01 11:30:00,22199.73,22254.41,22168.46,22191.92,142053
2024-04-01 11:35:00,22191.41,22207.78,22175.59,22194.99,206139
2024-04-01 11:40:00,22194.07,22202.75,22193.27,22201.61,37517
2024-04-01 11:45:00,22202.75,22222.01,22132.43,22173.73,148929
2024-04-01 11:50:00,22170.75,22176.75,22166.66,22168.16,146951
2024-04-01 11:55:00,22166.49,22171.48,22151.95,22152.19,116649
2024-04-01 12:00:00,22152.02,22165.23,22127.09,22139.94,90118
2024-04-01 12:05:00,22138.06,22180.43,22131.38,22167.16,201691
2024-04-01 12:10:00,22166.76,22175.69,22153.14,22155.18,143762
2024-04-01 12:15:00,22153.15,22171.68,22138.47,22159.65,208299
2024-04-01 12:20:00,22166.31,22198.38,22157.04,22183.56,202427
2024-04-01 12:25:00,22187.98,22199.09,22141.29,22176.68,209649
2024-04-01 12:30:00,22178.17,22190.5,22175.71,22179.86,31866
2024-04-01 12:35:00,22179.69,22221.32,22148.76,22187.86,180965
2024-04-01 12:40:00,22195.15,22207.59,22191.74,22194.99,218633
2024-04-01 12:45:00,22196.07,22210.06,22167.78,22175.08,208944
2024-04-01 12:50:00,22174.8,22189.85,22155.2,22182.72,27231
2024-04-01 12:55:00,22183.73,22225.01,22155.11,22217.53,21068
2024-04-01 13:00:00,22218.55,22242.59,22175.85,22191.17,140305
2024-04-01 13:05:00,22195.87,22236.57,22179.84,22215.69,219454
2024-04-01 13:10:00,22215.63,22236.22,22213.48,22224.72,68924
2024-04-01 13:15:00,22231.72,22235.05,22198.63,22217.8,127934
2024-04-01 13:20:00,22214.86,22292.68,22194.28,22266.82,31950
2024-04-01 13:25:00,22269.14,22323.46,22268.83,22289.82,127738
2024-04-01 13:30:00,22286.47,22295.32,22267.82,22271.41,133753
2024-04-01 13:35:00,22277.48,22308.03,22268.41,22280.07,110529
2024-04-01 13:40:00,22278.96,22305.87,22278.53,22299.47,82127
2024-04-01 13:45:00,22299.28,22343.9,22291.67,22302.77,172304
2024-04-01 13:50:00,22305.86,22355.43,22296.5,22324.66,38917
2024-04-01 13:55:00,22328.86,22332.63,22320.73,22330.76,196748
2024-04-01 14:00:00,22327.04,22355.22,22325.72,22352.54,218660
2024-04-01 14:05:00,22351.38,22391.96,22337.93,22390.84,51041
2024-04-01 14:10:00,22386.16,22399.14,22354.28,22384.3,74415
2024-04-01 14:15:00,22384.76,22407.29,22371.19,22396.55,140151
2024-04-01 14:20:00,22396.21,22428.26,22384.73,22394.71,227953
2024-04-01 14:25:00,22393.54,22427.45,22393.24,22405.53,230173
2024-04-01 14:30:00,22403.23,22413.89,22364.61,22388.47,163618
2024-04-01 14:35:00,22387.18,22396.59,22350.4,22384.44,29809
2024-04-01 14:40:00,22381.93,22423.44,22379.34,22388.64,98484
2024-04-01 14:45:00,22390.41,22434.8,22345.79,22416.22,148611
2024-04-01 14:50:00,22421.32,22456.02,22400.19,22449.18,35606
2024-04-01 14:55:00,22442.68,22480.16,22419.37,22429.6,121802
2024-04-01 15:00:00,22429.21,22432.48,22375.92,22421.38,214771
2024-04-01 15:05:00,22419.98,22454.84,22382.45,22443.96,29398
2024-04-01 15:10:00,22445.61,22447.24,22407.26,22410.36,47834
2024-04-01 15:15:00,22407.17,22434.56,22405.6,22409.43,189168
2024-04-01 15:20:00,22408.94,22432.3,22406.64,22416.35,195620
2024-04-01 15:25:00,22412.86,22477.58,22396.62,22452.21,264440
2024-04-02 09:15:00,22454.56,22480.43,22410.98,22476.08,148279
2024-04-02 09:20:00,22476.41,22494.88,22473.15,22478.31,92038
2024-04-02 09:25:00,22477.76,22500.46,22460.32,22479.72,119810
2024-04-02 09:30:00,22480.97,22498.53,22447.0,22483.72,96640
2024-04-02 09:35:00,22482.88,22530.46,22470.43,22525.7,41914
2024-04-02 09:40:00,22520.45,22537.24,22512.93,22526.01,217881
2024-04-02 09:45:00,22528.02,22539.4,22503.84,22529.04,112646
2024-04-02 09:50:00,22530.01,22549.18,22526.83,22546.17,109593
2024-04-02 09:55:00,22545.65,22596.33,22532.59,22553.22,22266
2024-04-02 10:00:00,22556.55,22562.84,22551.78,22558.68,94378
2024-04-02 10:05:00,22562.8,22580.72,22523.67,22544.54,197996
2024-04-02 10:10:00,22540.85,22562.89,22521.13,22554.06,22657
2024-04-02 10:15:00,22551.42,22555.22,22548.16,22554.37,175207
2024-04-02 10:20:00,22559.61,22624.09,22539.09,22589.24,105171
2024-04-02 10:25:00,22594.04,22613.68,22578.52,22613.17,52777
2024-04-02 10:30:00,22610.66,22646.87,22591.21,22622.6,115525
2024-04-02 10:35:00,22618.59,22689.74,22611.06,22646.96,143824
2024-04-02 10:40:00,22644.79,22674.06,22643.84,22649.67,189095
2024-04-02 10:45:00,22647.97,22696.4,22634.61,22682.38,64996
2024-04-02 10:50:00,22676.99,22693.43,22674.37,22692.35,205033
2024-04-02 10:55:00,22692.46,22727.32,22661.25,22715.05,191920
2024-04-02 11:00:00,22710.69,22713.97,22684.33,22697.35,175934
2024-04-02 11:05:00,22693.23,22727.52,22674.05,22714.99,64152
2024-04-02 11:10:00,22718.11,22734.14,22671.05,22688.75,68474
2024-04-02 11:15:00,22686.43,22705.45,22622.12,22655.09,63887
2024-04-02 11:20:00,22654.84,22678.78,22647.41,22658.71,177230
2024-04-02 11:25:00,22660.85,22697.11,22633.68,22649.52,84086
2024-04-02 11:30:00,22652.29,22683.89,22619.87,22663.24,194642
2024-04-02 11:35:00,22662.1,22755.9,22656.15,22721.85,288004
2024-04-02 11:40:00,22722.0,22750.05,22678.62,22714.12,211736
2024-04-02 11:45:00,22711.31,22734.45,22675.42,22710.88,202265
2024-04-02 11:50:00,22716.83,22729.62,22700.81,22725.53,165098
2024-04-02 11:55:00,22727.74,22750.87,22690.08,22746.4,116401
2024-04-02 12:00:00,22742.63,22776.52,22725.19,22752.81,91518
2024-04-02 12:05:00,22752.82,22784.36,22734.78,22758.57,198796
2024-04-02 12:10:00,22761.0,22794.32,22737.68,22783.97,163289
2024-04-02 12:15:00,22785.61,22832.7,22778.91,22805.43,106565
2024-04-02 12:20:00,22811.69,22819.58,22784.75,22793.23,115399
2024-04-02 12:25:00,22797.92,22801.75,22794.75,22801.68,61637
2024-04-02 12:30:00,22799.84,22821.67,22771.92,22812.59,47078
2024-04-02 12:35:00,22812.29,22841.54,22788.54,22799.87,228053
2024-04-02 12:40:00,22795.49,22831.74,22781.2,22815.6,253295
2024-04-02 12:45:00,22816.45,22818.67,22797.11,22807.08,27013
2024-04-02 12:50:00,22807.6,22850.73,22792.61,22838.2,53684
2024-04-02 12:55:00,22847.46,22860.06,22832.54,22852.41,204936
2024-04-02 13:00:00,22852.74,22866.96,22843.8,22864.34,114492
2024-04-02 13:05:00,22857.16,22881.4,22849.28,22861.46,233693
2024-04-02 13:10:00,22859.15,22897.85,22846.65,22868.8,225053
2024-04-02 13:15:00,22869.18,22884.95,22828.13,22835.3,41528
2024-04-02 13:20:00,22830.99,22857.05,22799.67,22820.57,137762
2024-04-02 13:25:00,22817.6,22846.52,22778.71,22838.21,223270
2024-04-02 13:30:00,22836.96,22843.25,22777.26,22801.78,37979
2024-04-02 13:35:00,22802.95,22836.33,22781.95,22829.79,212304
2024-04-02 13:40:00,22829.22,22835.4,22778.09,22801.55,88944
2024-04-02 13:45:00,22798.51,22837.92,22771.08,22827.5,30211
2024-04-02 13:50:00,22830.2,22864.13,22810.93,22818.67,168942
2024-04-02 13:55:00,22816.82,22849.14,22802.56,22845.01,128709
2024-04-02 14:00:00,22843.29,22877.11,22836.67,22857.23,65498
2024-04-02 14:05:00,22852.5,22862.52,22830.54,22833.2,82921
2024-04-02 14:10:00,22830.51,22907.36,22821.14,22869.57,209090
2024-04-02 14:15:00,22871.81,22911.79,22861.39,22910.12,119773
2024-04-02 14:20:00,22904.57,22943.23,22899.04,22917.83,214780
2024-04-02 14:25:00,22917.59,22929.97,22892.12,22920.94,104013
2024-04-02 14:30:00,22923.41,22936.59,22912.64,22926.45,32899
2024-04-02 14:35:00,22925.16,22939.38,22913.69,22914.14,110690
2024-04-02 14:40:00,22914.96,22949.87,22912.77,22946.91,60852
2024-04-02 14:45:00,22943.07,22981.76,22936.07,22943.84,20408
2024-04-02 14:50:00,22948.35,22975.28,22933.38,22951.41,225977
2024-04-02 14:55:00,22955.2,22989.01,22930.5,22942.72,80886
2024-04-02 15:00:00,22943.53,22964.35,22935.39,22937.58,242084
2024-04-02 15:05:00,22931.55,22936.37,22884.99,22918.17,88665
2024-04-02 15:10:00,22914.57,22971.15,22868.71,22953.89,267582
2024-04-02 15:15:00,22957.25,22971.79,22917.15,22958.77,165263
2024-04-02 15:20:00,22964.67,22993.84,22932.87,22988.0,52293
2024-04-02 15:25:00,22989.03,23030.49,22951.23,22996.36,178138
2024-04-03 09:15:00,23000.66,23008.15,22979.38,22989.15,18902
2024-04-03 09:20:00,22987.06,23011.03,22956.49,22989.88,185123
2024-04-03 09:25:00,22989.23,23042.37,22975.94,22985.41,118035
2024-04-03 09:30:00,22985.41,22997.65,22951.68,22993.24,164299
2024-04-03 09:35:00,22994.7,22998.6,22954.36,22992.59,35585
2024-04-03 09:40:00,22987.32,23017.21,22967.75,22993.48,217250
2024-04-03 09:45:00,22996.73,23006.63,22921.67,22970.72,57564
2024-04-03 09:50:00,22975.27,23001.95,22947.46,22960.33,147231
2024-04-03 09:55:00,22956.37,23023.87,22941.29,23003.55,35711
2024-04-03 10:00:00,22998.87,23004.29,22985.03,22995.88,90196
2024-04-03 10:05:00,22997.09,23008.73,22970.63,22979.74,242664
2024-04-03 10:10:00,22977.49,23008.04,22950.58,22993.87,28408
2024-04-03 10:15:00,22985.69,23041.67,22959.32,23031.29,30197
2024-04-03 10:20:00,23034.08,23060.75,22958.07,23006.02,197076
2024-04-03 10:25:00,23006.56,23027.99,22995.46,23007.87,106689
2024-04-03 10:30:00,23006.23,23043.52,22999.96,23000.34,147046
2024-04-03 10:35:00,23007.63,23016.03,22954.46,22968.04,189483
2024-04-03 10:40:00,22968.52,23013.72,22965.51,22990.11,58957
2024-04-03 10:45:00,22987.51,23004.59,22982.74,22995.5,157562
2024-04-03 10:50:00,22995.85,23021.7,22987.54,23002.83,135317
2024-04-03 10:55:00,22999.24,23016.18,22967.17,22992.04,101461
2024-04-03 11:00:00,22989.41,23025.68,22960.37,23007.49,241400
2024-04-03 11:05:00,23008.82,23022.92,22985.91,23001.08,38698
2024-04-03 11:10:00,22999.17,23034.06,22992.87,23003.2,153686
2024-04-03 11:15:00,23001.65,23029.06,22940.9,22984.1,36880
2024-04-03 11:20:00,22989.86,22999.6,22940.5,22962.53,93936
2024-04-03 11:25:00,22965.49,23000.93,22927.48,22996.52,119935
2024-04-03 11:30:00,22999.29,23016.5,22979.8,22990.14,202010
2024-04-03 11:35:00,22991.96,23005.2,22990.46,23001.06,188341
2024-04-03 11:40:00,23002.73,23028.54,22975.62,23004.74,107159
2024-04-03 11:45:00,23009.77,23039.72,22999.0,22999.38,209230
2024-04-03 11:50:00,22999.31,23018.3,22948.37,22992.41,21907
2024-04-03 11:55:00,22998.81,23037.59,22992.94,23010.17,186355
2024-04-03 12:00:00,23006.89,23025.22,22972.82,23007.42,36085
2024-04-03 12:05:00,23006.54,23044.83,22999.36,23007.81,90887
2024-04-03 12:10:00,23003.05,23055.44,22979.3,23011.85,235116
2024-04-03 12:15:00,23010.66,23042.21,23003.13,23040.99,55597
2024-04-03 12:20:00,23042.79,23064.24,23014.63,23059.16,41545
2024-04-03 12:25:00,23064.18,23084.7,23054.65,23070.66,39988
2024-04-03 12:30:00,23068.37,23090.51,23053.47,23061.28,198935
2024-04-03 12:35:00,23061.3,23104.9,23008.41,23033.84,133862
2024-04-03 12:40:00,23032.6,23057.84,22991.16,23057.29,27086
2024-04-03 12:45:00,23054.74,23126.83,23039.8,23080.99,117800
2024-04-03 12:50:00,23076.87,23088.2,23069.87,23080.26,112394
2024-04-03 12:55:00,23080.47,23094.72,23077.92,23094.36,43163
2024-04-03 13:00:00,23088.36,23127.56,23081.58,23113.57,86643
2024-04-03 13:05:00,23113.96,23150.64,23088.55,23133.74,122648
2024-04-03 13:10:00,23133.81,23156.23,23131.38,23155.76,102457
2024-04-03 13:15:00,23153.47,23173.49,23139.29,23147.33,145617
2024-04-03 13:20:00,23143.82,23186.18,23135.26,23182.12,43335
2024-04-03 13:25:00,23177.31,23185.04,23131.35,23155.97,122064
2024-04-03 13:30:00,23162.47,23183.36,23160.62,23176.07,115616
2024-04-03 13:35:00,23171.4,23194.51,23135.63,23187.93,218916
2024-04-03 13:40:00,23193.34,23209.16,23173.73,23208.0,201089
2024-04-03 13:45:00,23210.09,23280.58,23189.3,23250.13,197005
2024-04-03 13:50:00,23248.86,23298.63,23243.66,23283.45,151836
2024-04-03 13:55:00,23279.41,23284.51,23249.65,23258.49,214964
2024-04-03 14:00:00,23262.12,23313.26,23209.77,23221.4,54138
2024-04-03 14:05:00,23227.42,23254.43,23205.85,23239.46,193021
2024-04-03 14:10:00,23236.2,23251.98,23180.59,23216.94,213996
2024-04-03 14:15:00,23215.9,23235.54,23179.1,23216.38,186444
2024-04-03 14:20:00,23220.05,23276.26,23214.1,23234.47,226252
2024-04-03 14:25:00,23235.64,23259.48,23191.48,23197.62,228177
2024-04-03 14:30:00,23204.58,23223.88,23106.08,23150.42,141145
2024-04-03 14:35:00,23148.44,23177.41,23146.96,23155.22,222053
2024-04-03 14:40:00,23157.1,23166.68,23142.99,23155.13,97771
2024-04-03 14:45:00,23150.79,23155.38,23147.44,23148.5,73225
2024-04-03 14:50:00,23155.78,23181.29,23122.61,23147.98,21993
2024-04-03 14:55:00,23145.44,23145.82,23116.45,23127.53,29099
2024-04-03 15:00:00,23119.87,23121.96,23085.45,23092.62,38239
2024-04-03 15:05:00,23092.18,23103.59,23082.47,23087.13,39936
2024-04-03 15:10:00,23086.64,23120.49,23057.38,23063.84,110525
2024-04-03 15:15:00,23070.46,23092.55,23000.95,23025.72,100262
2024-04-03 15:20:00,23024.55,23036.46,22982.14,23034.49,44636
2024-04-03 15:25:00,23034.44,23063.39,23028.68,23030.7,152671
2024-04-04 09:15:00,23032.75,23053.39,23024.75,23037.0,238957
2024-04-04 09:20:00,23042.48,23054.48,23007.06,23012.61,27623
2024-04-04 09:25:00,23012.4,23027.33,22955.11,22995.34,171879
2024-04-04 09:30:00,22998.93,23017.37,22954.7,22970.49,217629
2024-04-04 09:35:00,22972.27,22979.74,22931.17,22947.96,95171
2024-04-04 09:40:00,22946.94,22954.93,22942.92,22948.89,107124
2024-04-04 09:45:00,22949.16,22962.64,22918.62,22928.35,159779
2024-04-04 09:50:00,22928.45,22942.77,22894.65,22932.48,84460
2024-04-04 09:55:00,22929.33,22953.77,22920.79,22936.12,56131
2024-04-04 10:00:00,22940.29,22983.1,22902.88,22976.36,229229
2024-04-04 10:05:00,22971.59,23019.9,22923.14,22941.92,251566
2024-04-04 10:10:00,22945.95,22982.04,22940.12,22957.08,211736
2024-04-04 10:15:00,22960.37,22970.17,22950.2,22950.78,132362
2024-04-04 10:20:00,22950.46,22972.47,22944.17,22945.99,213368
2024-04-04 10:25:00,22943.36,22946.64,22907.63,22909.79,197941
2024-04-04 10:30:00,22909.01,22925.75,22850.3,22895.02,178003
2024-04-04 10:35:00,22896.65,22933.58,22886.99,22906.3,61000
2024-04-04 10:40:00,22908.86,22919.9,22874.98,22899.48,32718
2024-04-04 10:45:00,22900.47,22921.48,22884.15,22896.08,124819
2024-04-04 10:50:00,22899.49,22928.32,22871.61,22884.46,61426
2024-04-04 10:55:00,22882.55,22905.26,22879.58,22904.15,190126
2024-04-04 11:00:00,22904.95,22926.49,22886.37,22898.12,156706
2024-04-04 11:05:00,22892.73,22913.97,22827.72,22844.63,125907
2024-04-04 11:10:00,22847.24,22850.69,22789.25,22823.81,144158
2024-04-04 11:15:00,22824.33,22838.22,22773.66,22775.25,38662
2024-04-04 11:20:00,22773.83,22777.38,22692.78,22698.98,172531
2024-04-04 11:25:00,22702.94,22718.26,22676.94,22681.41,130666
2024-04-04 11:30:00,22683.77,22725.76,22680.02,22703.9,44131
2024-04-04 11:35:00,22694.31,22718.75,22665.17,22698.53,205208
2024-04-04 11:40:00,22698.66,22724.52,22656.31,22666.76,148958
2024-04-04 11:45:00,22661.81,22671.48,22616.33,22639.9,133451
2024-04-04 11:50:00,22643.52,22678.42,22580.63,22657.5,186054
2024-04-04 11:55:00,22665.96,22669.44,22646.7,22654.05,238728
2024-04-04 12:00:00,22652.29,22682.1,22625.84,22648.13,131655
2024-04-04 12:05:00,22648.38,22648.47,22599.0,22639.91,146875
2024-04-04 12:10:00,22639.06,22644.96,22632.26,22633.56,176422
2024-04-04 12:15:00,22634.75,22647.69,22600.47,22643.6,222501
2024-04-04 12:20:00,22645.79,22659.03,22633.08,22648.1,99718
2024-04-04 12:25:00,22652.47,22658.89,22633.75,22645.25,25513
2024-04-04 12:30:00,22641.89,22641.97,22579.47,22615.23,188332
2024-04-04 12:35:00,22620.56,22649.89,22606.64,22618.52,160232
2024-04-04 12:40:00,22615.36,22616.23,22573.85,22596.04,55073
2024-04-04 12:45:00,22596.98,22628.96,22571.8,22611.64,139456
2024-04-04 12:50:00,22615.57,22624.71,22561.0,22576.39,170526
2024-04-04 12:55:00,22578.8,22580.7,22544.81,22565.37,101721
2024-04-04 13:00:00,22562.2,22566.07,22505.24,22557.06,42625
2024-04-04 13:05:00,22554.69,22588.06,22497.5,22520.47,250163
2024-04-04 13:10:00,22518.91,22580.74,22518.07,22549.01,176284
2024-04-04 13:15:00,22548.84,22578.03,22520.23,22571.9,41929
2024-04-04 13:20:00,22575.78,22585.41,22525.97,22553.46,42353
2024-04-04 13:25:00,22549.09,22568.73,22539.28,22561.41,129899
2024-04-04 13:30:00,22562.99,22581.12,22542.07,22560.86,207597
2024-04-04 13:35:00,22562.93,22589.27,22493.61,22496.2,108266
2024-04-04 13:40:00,22498.08,22508.13,22492.14,22492.75,66536
2024-04-04 13:45:00,22494.33,22494.73,22478.27,22482.58,240538
2024-04-04 13:50:00,22487.7,22508.56,22438.0,22475.42,166313
2024-04-04 13:55:00,22477.06,22496.17,22422.58,22443.44,216069
2024-04-04 14:00:00,22446.33,22455.76,22409.42,22428.64,98032
2024-04-04 14:05:00,22430.54,22435.94,22408.61,22415.73,65802
2024-04-04 14:10:00,22421.76,22436.31,22421.21,22431.86,46308
2024-04-04 14:15:00,22425.46,22429.82,22418.61,22429.73,46751
2024-04-04 14:20:00,22434.05,22437.13,22387.82,22420.31,145248
2024-04-04 14:25:00,22419.43,22456.26,22409.89,22443.53,25443
2024-04-04 14:30:00,22442.58,22446.79,22420.59,22422.27,145646
2024-04-04 14:35:00,22419.01,22425.02,22395.08,22404.51,61990
2024-04-04 14:40:00,22398.23,22404.44,22326.97,22356.38,226349
2024-04-04 14:45:00,22355.1,22391.18,22343.94,22380.18,245703
2024-04-04 14:50:00,22377.87,22411.85,22375.58,22391.08,199505
2024-04-04 14:55:00,22392.74,22410.84,22388.52,22400.94,220156
2024-04-04 15:00:00,22395.99,22413.88,22393.6,22405.47,215597
2024-04-04 15:05:00,22410.28,22414.72,22382.18,22398.08,201393
2024-04-04 15:10:00,22398.99,22407.37,22383.23,22392.89,128497
2024-04-04 15:15:00,22392.06,22437.95,22371.29,22377.73,113384
2024-04-04 15:20:00,22375.35,22390.63,22349.46,22363.57,126900
2024-04-04 15:25:00,22360.93,22365.3,22350.21,22354.86,129344
2024-04-05 09:15:00,22351.07,22382.44,22350.79,22377.09,62791
2024-04-05 09:20:00,22375.27,22402.23,22364.89,22378.98,146805
2024-04-05 09:25:00,22379.0,22381.36,22333.93,22367.8,39350
2024-04-05 09:30:00,22367.2,22403.36,22319.41,22345.53,215603
2024-04-05 09:35:00,22340.79,22359.55,22297.11,22322.09,41007
2024-04-05 09:40:00,22321.2,22358.82,22303.43,22346.1,20778
2024-04-05 09:45:00,22343.11,22358.76,22341.91,22346.85,214275
2024-04-05 09:50:00,22347.38,22349.64,22315.03,22338.26,60259
2024-04-05 09:55:00,22344.51,22363.76,22319.23,22320.89,34545
2024-04-05 10:00:00,22322.98,22326.11,22269.39,22287.37,166964
2024-04-05 10:05:00,22286.32,22294.8,22253.44,22275.93,29300
2024-04-05 10:10:00,22270.5,22286.44,22265.82,22284.4,51065
2024-04-05 10:15:00,22279.67,22297.82,22262.71,22266.07,120275
2024-04-05 10:20:00,22260.43,22267.05,22248.63,22251.25,239825
2024-04-05 10:25:00,22253.67,22267.17,22215.54,22236.57,219302
2024-04-05 10:30:00,22234.02,22274.51,22211.53,22228.89,28773
2024-04-05 10:35:00,22229.1,22252.92,22179.7,22185.3,112462
2024-04-05 10:40:00,22183.23,22229.94,22140.45,22170.39,248319
